"Name","Location","Year","Kilometers_Driven","Fuel_Type","Seats","Price","brand","Engine_CC","Power_bhp","New_Price2","Mileage_kmpl","Transauto1","Owner_Type2"
"Chevrolet Cruze LTZ","Bangalore",2013,64000,"Diesel",5,6.5,"Chevrolet",1998,163.7,NA,17.3,0,2
"Hyundai i20 1.2 Magna","Jaipur",2011,82000,"Petrol",5,2.7,"Hyundai",1197,80,NA,18.5,0,2
"Honda Brio S MT","Mumbai",2012,70000,"Petrol",5,2.5,"Honda",1198,86.8,NA,19.4,0,2
"Nissan Evalia 2013 XL","Hyderabad",2013,166194,"Diesel",7,3.9,"Nissan",1461,84.8,NA,19.3,0,1
"Volkswagen Polo Petrol Trendline 1.2L","Delhi",2015,58000,"Petrol",5,3.95,"Volkswagen",1198,73.9,NA,16.47,0,1
"Hyundai i10 Sportz 1.2","Chennai",2010,77000,"Petrol",5,2.1,"Hyundai",1197,78.9,NA,20.36,0,2
"Chevrolet Cruze LTZ AT","Pune",2009,73204,"Diesel",4,3.5,"Chevrolet",1991,147.9,NA,18.1,1,3
"Hyundai i10 Era","Hyderabad",2007,70000,"Petrol",5,2,"Hyundai",1086,68.05,NA,19.81,0,2
"Maruti Ertiga VDI","Delhi",2014,79870,"Diesel",7,5.35,"Maruti",1248,88.76,NA,20.77,0,1
"Honda Amaze S i-Dtech","Delhi",2013,90000,"Diesel",5,3.8,"Honda",1498,98.6,NA,25.8,0,1
"Mercedes-Benz A Class A180 Sport","Mumbai",2016,17000,"Petrol",5,17.25,"Mercedes-Benz",1595,122,34.63,15.5,1,1
"Hyundai Grand i10 1.2 Kappa Magna","Kochi",2018,46493,"Petrol",5,5.53,"Hyundai",1197,81.86,6.32,18.9,0,1
"Hyundai i10 Sportz 1.2","Pune",2009,68000,"Petrol",5,1.95,"Hyundai",1197,78.9,NA,20.36,0,3
"Maruti Swift DDiS ZDI Plus","Hyderabad",2017,2000,"Diesel",5,8.2,"Maruti",1248,74,NA,28.4,0,1
"Honda City 1.3 EXI","Pune",1999,140000,"Petrol",5,0.9,"Honda",1343,90,NA,13,0,1
"Toyota Innova 2.5 GX (Diesel) 7 Seater","Pune",2013,255000,"Diesel",7,6.5,"Toyota",2494,100.6,NA,12.99,0,3
"Mini Cooper Countryman D High","Coimbatore",2014,45535,"Diesel",5,19.41,"Mini",1998,112,NA,23.8,1,1
"Fiat Linea T-Jet Active","Coimbatore",2016,39228,"Petrol",5,6.58,"Fiat",1368,112.4,NA,15.7,0,1
"Chevrolet Aveo 1.4 LT","Mumbai",2011,57000,"Petrol",5,2.1,"Chevrolet",1399,92.7,NA,14.49,0,2
"Hyundai i10 Era 1.1","Chennai",2008,85445,"Petrol",5,2,"Hyundai",1086,68.05,NA,19.81,0,2
"Hyundai Xcent 1.1 CRDi Base","Delhi",2015,54000,"Diesel",5,3.7,"Hyundai",1120,71,NA,24.4,0,1
"Maruti Celerio VXI AT","Mumbai",2014,53000,"Petrol",5,3.8,"Maruti",998,67.04,NA,23.1,1,1
"Hyundai i10 Sportz","Jaipur",2014,60000,"Petrol",5,3.25,"Hyundai",1197,78.9,NA,20.36,0,1
"Renault Duster 85PS Diesel RxL","Coimbatore",2015,65668,"Diesel",5,5.53,"Renault",1461,83.8,NA,19.87,0,1
"BMW 3 Series 320d","Ahmedabad",2011,100000,"Diesel",5,10.9,"BMW",1995,190,43.31,22.69,1,2
"Hyundai Grand i10 Sportz","Kolkata",2018,1800,"Petrol",5,5.1,"Hyundai",1197,82,NA,18.9,0,1
"Hyundai Santro DX","Hyderabad",2007,96000,"Petrol",5,2.2,"Hyundai",999,NA,NA,0,0,2
"Chevrolet Spark 1.0 LS","Pune",2009,44200,"Petrol",5,1.6,"Chevrolet",995,62,NA,18,0,2
"Honda City i VTEC VX Option","Ahmedabad",2018,14000,"Petrol",5,11.25,"Honda",1497,117.3,NA,17.4,0,1
"Volkswagen Vento Diesel Highline","Chennai",2013,720000,"Diesel",5,5.9,"Volkswagen",1598,103.6,NA,20.54,0,1
"Toyota Fortuner 4x2 4 Speed AT","Delhi",2012,73000,"Diesel",7,14.4,"Toyota",2982,169,NA,11.5,1,1
"Honda City 1.5 S MT","Delhi",2011,68000,"Petrol",5,3.6,"Honda",1497,118,NA,17,0,1
"BMW 5 Series 2013-2017 520d Luxury Line","Jaipur",2017,19543,"Diesel",5,40.5,"BMW",1995,190,NA,18.12,1,1
"Audi Q5 30 TDI quattro Premium Plus","Bangalore",2014,38000,"Diesel",5,38.95,"Audi",1968,174.3,NA,14.16,1,2
"Maruti Ritz LDi","Delhi",2014,32805,"Diesel",5,3.6,"Maruti",1248,73.94,NA,23.2,0,1
"Volkswagen Vento 1.5 TDI Highline AT","Kochi",2016,44782,"Diesel",5,7.12,"Volkswagen",1498,103.2,NA,21.21,1,1
"Honda City i DTEC SV","Kochi",2016,55700,"Diesel",5,7.52,"Honda",1498,98.6,NA,26,0,1
"Audi A4 New 2.0 TDI Multitronic","Delhi",2012,60000,"Diesel",5,10.35,"Audi",1968,140.8,NA,15.2,1,2
"Skoda Rapid 1.6 MPI Elegance","Hyderabad",2014,56000,"Petrol",5,7,"Skoda",1598,103.52,NA,15,0,1
"Toyota Fortuner 3.0 Diesel","Delhi",2011,60000,"Diesel",7,10.85,"Toyota",2982,171,NA,11.5,0,1
"Chevrolet Optra Magnum 2.0 LT BS3","Mumbai",2010,78563,"Diesel",5,2.35,"Chevrolet",1991,123.7,NA,16.52,0,1
"Maruti Eeco 7 Seater Standard","Mumbai",2014,34669,"Petrol",7,2.9,"Maruti",1196,73,4.71,15.1,0,1
"Maruti Ciaz ZXi","Delhi",2017,17000,"Petrol",5,7.65,"Maruti",1373,91.1,NA,20.73,0,1
"Maruti Ciaz VDi Plus SHVS","Delhi",2016,66000,"Diesel",5,6.4,"Maruti",1248,88.5,NA,28.09,0,1
"Toyota Innova 2.5 LE 2014 Diesel 7 Seater","Pune",2014,102418,"Diesel",7,10.1,"Toyota",2494,100.6,NA,12.99,0,1
"Maruti Swift Dzire VXI","Kolkata",2014,48800,"Petrol",5,4.25,"Maruti",1197,85.8,NA,19.1,0,1
"Toyota Innova Crysta 2.8 GX AT","Kochi",2019,10601,"Diesel",7,19.65,"Toyota",2755,171.5,20.74,11.36,1,1
"Tata Indica V2 eLX","Pune",2017,8200,"Diesel",5,4.4,"Tata",1396,69,NA,25,0,1
"Hyundai i20 Magna","Jaipur",2012,100000,"Petrol",5,3.25,"Hyundai",1197,82.85,NA,18.5,0,1
"Ford Fiesta 1.4 Duratorq ZXI","Pune",2012,78000,"Diesel",5,2.8,"Ford",1399,68,NA,17.8,0,1
"Chevrolet Enjoy 1.3 TCDi LS 8","Kolkata",2015,50000,"Diesel",8,4.3,"Chevrolet",1248,73.74,NA,18.2,0,1
"Ford Fiesta 1.4 Duratorq EXI","Chennai",2006,89327,"Diesel",5,1.55,"Ford",1399,68,NA,17.8,0,3
"Honda CR-V 2.4 MT","Chennai",2007,98000,"Petrol",5,4.7,"Honda",2354,152,NA,10.8,0,2
"Honda Jazz 1.2 VX i VTEC","Kochi",2017,24700,"Petrol",5,7.07,"Honda",1199,88.7,NA,18.7,0,1
"Mercedes-Benz GLS 350d Grand Edition","Delhi",2018,6000,"Diesel",7,79,"Mercedes-Benz",2987,258,1.02,11,1,1
"Hyundai Grand i10 1.2 Kappa Sportz","Delhi",2018,9434,"Petrol",5,5.75,"Hyundai",1197,81.86,6.71,18.9,0,1
"Maruti Ritz VXi","Mumbai",2012,29000,"Petrol",5,3.25,"Maruti",1197,85.8,NA,18.5,0,1
"Volkswagen Ameo 1.5 TDI Highline AT","Coimbatore",2017,22440,"Diesel",5,8.89,"Volkswagen",1498,108.495,NA,22,1,1
"Honda City i VTEC SV","Mumbai",2015,73070,"Petrol",5,5.9,"Honda",1497,117.3,NA,17.4,0,1
"Honda Jazz 1.2 S i VTEC","Kolkata",2016,21771,"Petrol",5,4.95,"Honda",1199,88.7,NA,18.7,0,1
"Maruti Swift Ldi BSIV","Delhi",2014,62000,"Diesel",5,3.75,"Maruti",1248,75,NA,17.8,0,1
"Hyundai Creta 1.6 CRDi AT SX Plus","Kochi",2017,37024,"Diesel",5,10.97,"Hyundai",1582,126.2,NA,17.01,1,1
"Audi A7 2011-2015 3.0 TDI Quattro","Kochi",2014,60336,"Diesel",5,24.94,"Audi",2967,241.4,NA,14.4,1,2
"Hyundai EON D Lite Plus","Kolkata",2014,26008,"Petrol",5,1.97,"Hyundai",814,55.2,NA,21.1,0,1
"Ford Figo Diesel EXI","Jaipur",2010,90000,"Diesel",5,1.4,"Ford",1399,68,NA,20,0,2
"Volkswagen Ameo 1.2 MPI Highline","Coimbatore",2018,35569,"Petrol",5,7.27,"Volkswagen",1198,73.75,8.68,17,0,1
"Renault Scala Diesel RxL","Kolkata",2013,40000,"Diesel",5,4,"Renault",1461,84.8,NA,21.64,0,1
"Honda Jazz 1.2 V i VTEC","Kolkata",2015,45000,"Petrol",5,4.75,"Honda",1199,88.7,NA,18.7,0,1
"Hyundai i20 1.2 Sportz","Delhi",2015,42000,"Petrol",5,5.1,"Hyundai",1197,80,NA,17,0,1
"Audi A4 3.0 TDI Quattro Premium","Coimbatore",2012,46913,"Diesel",5,16.11,"Audi",2967,241.4,NA,14.94,1,1
"Mahindra Ssangyong Rexton RX7","Delhi",2014,62000,"Diesel",7,10.55,"Mahindra",2696,184,NA,11.18,1,1
"Toyota Fortuner 2.8 2WD AT","Ahmedabad",2017,15000,"Diesel",7,30,"Toyota",2755,174.5,34.45,12.9,1,1
"Skoda Octavia Classic 1.9 TDI MT","Kolkata",2002,69000,"Diesel",5,1.6,"Skoda",1896,66,NA,18.7,0,1
"Mercedes-Benz New C-Class 250 CDI Classic","Hyderabad",2012,41367,"Diesel",5,18.49,"Mercedes-Benz",2148,170,NA,15.8,1,1
"Maruti Ciaz 1.4 Zeta","Kochi",2018,15982,"Petrol",5,9.96,"Maruti",1373,91.1,NA,20.73,0,1
"Maruti Swift ZDi","Hyderabad",2013,99595,"Diesel",5,4.75,"Maruti",1248,74,NA,22.9,0,2
"Toyota Qualis FS B3","Bangalore",2002,63000,"Diesel",10,3.65,"Toyota",2446,75,NA,13.1,0,3
"BMW 5 Series 2007-2010 525d Sedan","Delhi",2012,49000,"Diesel",5,15.5,"BMW",2495,218,NA,16.73,1,2
"Mitsubishi Pajero 2.8 SFX BSIII Dual Tone","Kochi",2013,48272,"Diesel",6,11.82,"Mitsubishi",2835,116.9,NA,10.5,0,1
"Toyota Corolla H2","Delhi",2008,63000,"Petrol",5,2.05,"Toyota",1794,125,NA,13.4,0,1
"Maruti Wagon R LXI CNG","Ahmedabad",2016,77000,"CNG",5,3.3,"Maruti",998,58.16,NA,26.6,0,1
"Maruti Omni E MPI STD BS IV","Mumbai",2013,11734,"Petrol",8,2.25,"Maruti",796,34.2,NA,16.8,0,1
"Audi A6 2011-2015 2.0 TDI","Kochi",2014,62012,"Diesel",5,20.12,"Audi",1968,174.33,NA,17.68,1,1
"Hyundai Xcent 1.2 Kappa S Option CNG","Chennai",2017,46000,"CNG",5,4.95,"Hyundai",1197,81.86,NA,25,0,1
"Honda Jazz 1.5 S i DTEC","Coimbatore",2016,45449,"Diesel",5,7.48,"Honda",1498,98.6,NA,27.3,0,1
"Mercedes-Benz E-Class 200 Kompressor Elegance","Mumbai",2004,85000,"Petrol",5,5.5,"Mercedes-Benz",1796,157.7,NA,10.5,1,2
"Honda City 1.5 EXI","Jaipur",2005,88000,"Petrol",NA,1.7,"Honda",1493,100,NA,13,0,2
"Audi A4 2.0 TDI","Kochi",2013,45330,"Diesel",5,13.19,"Audi",1968,147.51,NA,16.55,1,1
"Maruti Swift Dzire VXI","Mumbai",2012,88000,"Petrol",5,3.85,"Maruti",1197,85.8,NA,19.1,0,1
"Maruti Dzire VDI","Delhi",2016,45376,"Diesel",5,5.75,"Maruti",1248,73.75,8.58,28.4,0,1
"Mahindra XUV500 W8 4WD","Pune",2014,81000,"Diesel",7,9,"Mahindra",2179,140,NA,15.1,0,1
"Chevrolet Beat LT","Kochi",2012,83381,"Petrol",5,2.21,"Chevrolet",1199,79.4,NA,18.6,0,1
"Ford EcoSport 1.5 Diesel Titanium Plus","Kochi",2017,78526,"Diesel",5,8.09,"Ford",1498,98.96,12.67,23,0,1
"BMW 5 Series 2013-2017 530d M Sport","Coimbatore",2017,27313,"Diesel",5,48.63,"BMW",2993,258,NA,14.69,1,1
"Audi Q5 30 TDI quattro Premium Plus","Coimbatore",2015,42747,"Diesel",5,39.47,"Audi",1968,174.3,NA,14.16,1,2
"BMW X1 sDrive 20d xLine","Coimbatore",2015,42265,"Diesel",5,22.24,"BMW",1995,190,48.18,20.68,1,2
"Hyundai i10 Magna AT","Mumbai",2009,21000,"Petrol",5,2.6,"Hyundai",1197,80,NA,19.2,1,1
"Hyundai Creta 1.6 CRDi AT SX Plus","Ahmedabad",2016,55100,"Diesel",5,12,"Hyundai",1582,126.2,NA,17.01,1,1
"Audi A4 2.0 TDI 177 Bhp Premium Plus","Chennai",2014,70000,"Diesel",5,18,"Audi",1968,174.33,NA,17.11,1,1
"Mercedes-Benz S Class 2005 2013 S 350 L","Mumbai",2007,55000,"Petrol",5,9.99,"Mercedes-Benz",3498,364.9,NA,10.13,1,3
"Hyundai i10 Magna","Kolkata",2012,58235,"Petrol",5,2.45,"Hyundai",1197,78.9,NA,20.36,0,1
"Ford EcoSport 1.5 Diesel Titanium","Mumbai",2017,26000,"Diesel",5,8.99,"Ford",1498,98.96,11.89,23,0,1
"Volkswagen Vento Diesel Highline","Kolkata",2011,35000,"Diesel",5,3.15,"Volkswagen",1598,103.6,NA,20.54,0,1
"Maruti Dzire ZDI Plus","Jaipur",2017,24000,"Diesel",5,8.2,"Maruti",1248,73.75,10.48,28.4,0,1
"Mahindra Scorpio 1.99 S10","Ahmedabad",2016,98000,"Diesel",7,11.5,"Mahindra",1997,120,NA,15.4,0,1
"Hyundai i20 Asta 1.4 CRDi","Coimbatore",2016,44487,"Diesel",5,7.3,"Hyundai",1396,88.73,NA,22.54,0,1
"Maruti Alto LXi","Chennai",2008,65000,"Petrol",5,1.59,"Maruti",796,46.3,NA,19.7,0,1
"Hyundai i10 Magna","Delhi",2015,34951,"Petrol",5,3.15,"Hyundai",1197,78.9,NA,20.36,0,2
"Mahindra Scorpio S6 7 Seater","Kolkata",2015,52373,"Diesel",7,8.5,"Mahindra",2179,120,NA,15.4,0,2
"Skoda Fabia 1.2L Diesel Classic","Hyderabad",2010,66285,"Diesel",5,3,"Skoda",1199,75,NA,19.5,0,1
"BMW X5 xDrive 30d","Mumbai",2012,66000,"Diesel",5,21,"BMW",2993,258,NA,15.3,1,1
"Honda Jazz 1.5 S i DTEC","Hyderabad",2016,43000,"Diesel",5,7.75,"Honda",1498,98.6,NA,27.3,0,1
"Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Mumbai",2013,45200,"Diesel",5,23,"Mercedes-Benz",2148,170,NA,10,1,1
"Mahindra XUV500 AT W10 FWD","Mumbai",2016,41000,"Diesel",7,13.75,"Mahindra",2179,140,NA,16,1,1
"Honda City i VTEC CVT SV","Kochi",2017,39430,"Petrol",5,8.29,"Honda",1497,117.3,NA,18,1,1
"Maruti Swift VDI","Coimbatore",2014,83274,"Diesel",5,5.79,"Maruti",1248,74,NA,22.9,0,1
"Mercedes-Benz New C-Class 220 CDI AT","Coimbatore",2017,32324,"Diesel",5,30.5,"Mercedes-Benz",2143,170,NA,14.84,1,1
"Honda City 1.5 S MT","Mumbai",2011,49999,"Petrol",5,3.8,"Honda",1497,118,NA,17,0,1
"Tata Sumo EX","Bangalore",2014,66000,"Diesel",7,4.45,"Tata",2956,83.8,NA,15.3,0,1
"Hyundai i20 Magna","Delhi",2012,54000,"Petrol",5,3.3,"Hyundai",1197,82.85,NA,18.5,0,1
"Fiat Linea 1.3 Dynamic","Jaipur",2009,80000,"Diesel",5,1.75,"Fiat",1248,91.2,NA,20.4,0,2
"Honda Civic 2006-2010 1.8 V AT","Bangalore",2011,72000,"Petrol",5,5.5,"Honda",1799,130,NA,12.9,1,2
"Hyundai Creta 1.6 SX Plus Diesel","Pune",2017,44865,"Diesel",5,13.35,"Hyundai",1582,126.2,NA,19.67,0,1
"Audi A3 35 TDI Technology","Delhi",2017,22000,"Diesel",5,22.5,"Audi",1968,143,NA,20.38,1,2
"Hyundai Verna VTVT 1.6 SX Option","Delhi",2013,57478,"Petrol",5,5.25,"Hyundai",1591,121.3,13.59,17,0,2
"Hyundai i20 1.4 CRDi Magna","Hyderabad",2011,75000,"Diesel",5,3.75,"Hyundai",1396,90,NA,21.9,0,1
"Honda Mobilio S i DTEC","Kochi",2015,50624,"Diesel",7,6.32,"Honda",1498,98.6,NA,24.2,0,1
"Hyundai Verna 1.6 SX CRDI (O) AT","Bangalore",2018,75000,"Diesel",5,7.75,"Hyundai",1582,126.32,NA,22.32,1,1
"Ford Fiesta 1.6 ZXI Duratec","Chennai",2006,87000,"Petrol",5,1.37,"Ford",1596,101,NA,15.3,0,2
"Hyundai i10 Sportz 1.2","Mumbai",2010,62000,"Petrol",5,2.1,"Hyundai",1197,78.9,NA,20.36,0,1
"Maruti Vitara Brezza ZDi","Hyderabad",2016,41372,"Diesel",5,9.3,"Maruti",1248,88.5,11.02,24.3,0,1
"Toyota Innova 2.5 VX (Diesel) 7 Seater","Ahmedabad",2015,70000,"Diesel",7,12,"Toyota",2494,100.6,NA,12.99,0,1
"Mercedes-Benz GLA Class 200 d Sport","Pune",2017,35000,"Diesel",5,23.5,"Mercedes-Benz",2143,136,41.94,17.9,1,1
"Maruti Alto LXi BSIII","Hyderabad",2006,71993,"Petrol",5,1.8,"Maruti",796,46.3,NA,19.7,0,1
"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Chennai",2013,62000,"Diesel",5,12.5,"Mercedes-Benz",2143,170,NA,14.84,1,2
"Maruti Swift LDI","Delhi",2015,51000,"Diesel",5,4.74,"Maruti",1248,74,NA,22.9,0,1
"Hyundai Grand i10 Sportz","Kochi",2016,26038,"Petrol",5,5.43,"Hyundai",1197,82,NA,18.9,0,1
"Toyota Fortuner 4x4 AT","Kochi",2018,37713,"Diesel",7,31.62,"Toyota",2982,168.5,NA,12.55,1,2
"Toyota Innova 2.0 GX 8 STR","Kolkata",2011,78088,"Petrol",8,6.3,"Toyota",1998,132,NA,12.4,0,1
"Ford EcoSport 1.5 TDCi Titanium","Kochi",2017,30453,"Diesel",5,8.45,"Ford",1498,98.59,NA,22.77,0,1
"Ford Figo 1.2P Titanium MT","Pune",2016,54000,"Petrol",5,5,"Ford",1196,86.8,NA,18.16,0,1
"Toyota Fortuner 3.0 Diesel","Chennai",2011,190000,"Diesel",7,13,"Toyota",2982,171,NA,11.5,0,1
"Maruti Swift Dzire VXI","Hyderabad",2012,65097,"Petrol",5,4.7,"Maruti",1197,85.8,NA,19.1,0,1
"BMW 7 Series 740Li","Coimbatore",2018,28060,"Petrol",5,93.67,"BMW",2979,320,NA,12.05,1,1
"Skoda Superb 1.8 TSI MT","Pune",2012,282000,"Petrol",5,3.3,"Skoda",1798,160,NA,13.14,0,1
"Maruti Wagon R LXI Minor","Jaipur",2009,111000,"Petrol",5,1.51,"Maruti",1061,67,NA,18.9,0,2
"Renault Duster 110PS Diesel RxZ","Kochi",2013,63295,"Diesel",5,6.09,"Renault",1461,108.45,NA,19.01,0,1
"Maruti Ciaz VXi Plus","Mumbai",2015,35770,"Petrol",5,5.95,"Maruti",1373,91.1,NA,20.73,0,1
"Hyundai Elantra CRDi SX","Hyderabad",2012,125928,"Diesel",5,9,"Hyundai",1582,126.24,NA,22.7,0,1
"Skoda Rapid 1.5 TDI AT Elegance","Kolkata",2015,45000,"Diesel",5,4.25,"Skoda",1498,103.52,NA,21.66,1,1
"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Hyderabad",2013,21000,"Diesel",5,23.5,"Mercedes-Benz",2143,170,NA,14.84,1,1
"Honda Accord 2.4 A/T","Mumbai",2011,54774,"Petrol",5,6.35,"Honda",2354,177.6,NA,11.7,1,1
"Maruti Celerio VXI","Chennai",2014,41123,"Petrol",5,3.4,"Maruti",998,67.04,NA,23.1,0,1
"BMW 7 Series 740Li","Bangalore",2017,17465,"Petrol",5,93,"BMW",2979,320,NA,12.05,1,1
"BMW 3 Series 320d Sport","Chennai",2014,48000,"Diesel",5,21.6,"BMW",1995,190,NA,22.69,1,1
"Volkswagen Vento Diesel Trendline","Chennai",2011,173000,"Diesel",5,4,"Volkswagen",1598,103.6,NA,20.54,0,1
"Maruti Swift Dzire Tour LDI","Pune",2018,12000,"Diesel",5,5.5,"Maruti",1248,74,NA,23.4,0,1
"Land Rover Freelander 2 SE","Mumbai",2012,34000,"Diesel",5,19.25,"Land",2179,147.51,NA,12.39,1,1
"Hyundai i20 1.4 CRDi Magna","Hyderabad",2012,71360,"Diesel",5,3.95,"Hyundai",1396,90,NA,21.9,0,1
"Maruti Dzire VDI","Mumbai",2012,74000,"Diesel",5,4.25,"Maruti",1248,73.75,8.94,28.4,0,2
"Jeep Compass 2.0 Longitude","Kochi",2018,28937,"Diesel",5,17.02,"Jeep",1956,170,21.38,17.1,0,1
"Maruti Ertiga VDI","Hyderabad",2012,82085,"Diesel",7,6.5,"Maruti",1248,88.76,NA,20.77,0,1
"Ford Figo Petrol ZXI","Bangalore",2011,68465,"Petrol",5,2.95,"Ford",1196,70,NA,15.6,0,1
"Toyota Corolla Altis 1.4 DG","Coimbatore",2013,63854,"Diesel",5,7.12,"Toyota",1364,86.79,19.27,21.43,0,1
"Maruti Vitara Brezza ZDi Plus AMT Dual Tone","Chennai",2018,3000,"Diesel",5,11.25,"Maruti",1248,88.5,12.88,24.3,1,1
"Honda City 1.5 S MT","Delhi",2009,65055,"Petrol",5,2.75,"Honda",1497,118,NA,17,0,1
"Mahindra Scorpio S10 4WD","Hyderabad",2015,120000,"Diesel",7,12,"Mahindra",2179,120,NA,15.4,0,1
"Hyundai Xcent 1.2 VTVT SX","Mumbai",2014,64241,"Petrol",5,3.67,"Hyundai",1197,81.86,8.27,20.14,0,1
"Mercedes-Benz E-Class 220 CDI","Pune",2001,121000,"Diesel",5,5,"Mercedes-Benz",2148,NA,NA,15,0,1
"Mahindra Renault Logan 1.4 GLX Petrol","Pune",2008,2200,"Petrol",5,2.3,"Mahindra",1390,75,NA,15.7,0,1
"Skoda Octavia 1.9 TDI","Pune",2008,88123,"Diesel",5,2.2,"Skoda",1896,66,NA,18.7,0,1
"Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury","Pune",2014,79000,"Diesel",7,41,"Mercedes-Benz",2987,224,NA,12,1,1
"BMW X1 sDrive 20d xLine","Bangalore",2016,28143,"Diesel",5,28.5,"BMW",1995,190,48.18,20.68,1,1
"Volkswagen Vento 2013-2015 1.6 Comfortline","Mumbai",2015,23001,"Petrol",5,5.49,"Volkswagen",1598,103.2,NA,15.04,0,1
"Audi A4 2.0 TDI","Ahmedabad",2013,82002,"Diesel",5,17.5,"Audi",1968,147.51,NA,16.55,1,2
"Ford Ikon 1.4 TDCi DuraTorq","Bangalore",2009,75000,"Diesel",5,1.99,"Ford",1399,68,NA,13.8,0,1
"Hyundai Verna 1.6 CRDi EX MT","Kochi",2016,37451,"Diesel",5,6.64,"Hyundai",1582,126.3,NA,22.32,0,1
"Toyota Innova Crysta 2.4 VX MT","Hyderabad",2017,67000,"Diesel",7,16.5,"Toyota",2393,147.8,22.87,13.68,0,1
"Hyundai Grand i10 Asta Option","Pune",2016,25000,"Petrol",5,5,"Hyundai",1197,82,NA,18.9,0,1
"Volkswagen Ameo 1.2 MPI Comfortline","Mumbai",2017,12000,"Petrol",5,5.4,"Volkswagen",1198,73.75,NA,17,0,1
"Renault KWID RXT","Kolkata",2017,25000,"Petrol",5,2.99,"Renault",799,53.3,NA,25.17,0,1
"Honda City 1.5 S MT","Jaipur",2011,95936,"Petrol",5,4.1,"Honda",1497,118,NA,17,0,1
"Hyundai Grand i10 1.2 Kappa Magna AT","Kochi",2018,5354,"Petrol",5,6.76,"Hyundai",1197,81.86,7.37,18.9,1,1
"Volkswagen Polo 1.0 MPI Comfortline","Chennai",2016,42000,"Petrol",5,5.5,"Volkswagen",999,75,7.33,18.78,0,2
"Maruti Swift VDI BSIV","Coimbatore",2014,44282,"Diesel",5,5.99,"Maruti",1248,74,NA,25.2,0,1
"Nissan Sunny 2011-2014 Diesel XV","Delhi",2012,70000,"Diesel",5,2.59,"Nissan",1461,84.8,NA,21.64,0,1
"Jaguar XF 2.2 Litre Luxury","Mumbai",2013,31400,"Diesel",5,26.75,"Jaguar",2179,187.7,NA,16.36,1,1
"Maruti Ciaz ZDi SHVS","Pune",2016,50000,"Diesel",5,8.5,"Maruti",1248,88.5,NA,28.09,0,1
"Audi Q5 2008-2012 2.0 TDI","Bangalore",2011,53000,"Diesel",5,23,"Audi",1968,167.6,NA,12.8,1,1
"Ford Figo Petrol ZXI","Pune",2014,21727,"Petrol",5,3.35,"Ford",1196,70.02,NA,15.6,0,1
"Hyundai Santa Fe 4x4 AT","Bangalore",2012,43000,"Diesel",7,10.75,"Hyundai",2199,194.3,NA,11.72,1,2
"Mahindra Scorpio VLX 2WD AIRBAG BSIV","Kolkata",2013,75000,"Diesel",8,6.29,"Mahindra",2179,120,NA,12.05,0,1
"Renault Duster 110PS Diesel RxL","Bangalore",2014,73557,"Diesel",5,7.75,"Renault",1461,108.45,NA,19.6,0,1
"Audi A4 New 2.0 TDI Multitronic","Delhi",2012,44555,"Diesel",5,13.5,"Audi",1968,140.8,NA,15.2,1,1
"Maruti Eeco 7 Seater Standard","Coimbatore",2013,54885,"Petrol",7,3.75,"Maruti",1196,73,4.98,15.1,0,1
"Mahindra Xylo E4","Mumbai",2011,76000,"Diesel",7,3.75,"Mahindra",2498,112,NA,14,0,2
"Maruti Wagon R LXI","Jaipur",2006,101000,"Petrol",5,1.5,"Maruti",998,67.1,NA,18.9,0,2
"Maruti Wagon R LXI BSIII","Chennai",2005,66000,"Petrol",5,1.45,"Maruti",1061,64,NA,14,0,1
"Maruti SX4 ZXI MT BSIV","Coimbatore",2013,84360,"Petrol",5,4.12,"Maruti",1586,103.3,NA,15.5,0,1
"Toyota Innova Crysta 2.4 VX MT","Mumbai",2016,25121,"Diesel",7,17.11,"Toyota",2393,147.8,23.06,13.68,0,1
"Toyota Innova 2.5 G (Diesel) 7 Seater","Pune",2015,100000,"Diesel",7,10.25,"Toyota",2494,100.6,NA,12.99,0,2
"Volkswagen Polo Diesel Trendline 1.2L","Kolkata",2011,66035,"Diesel",5,2.49,"Volkswagen",1199,73.9,NA,22.07,0,1
"Toyota Etios G","Pune",2015,190000,"Petrol",5,3.85,"Toyota",1496,88.73,NA,16.78,0,2
"Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2014,85670,"Diesel",5,6.25,"Ford",1498,89.84,NA,22.7,0,1
"Hyundai Grand i10 CRDi Magna","Hyderabad",2015,35000,"Diesel",5,4.88,"Hyundai",1120,70,NA,24,0,1
"Honda City i VTEC CVT SV","Mumbai",2016,8000,"Petrol",5,9.45,"Honda",1497,117.3,NA,18,1,1
"Toyota Innova 2.5 G3","Hyderabad",2007,162000,"Diesel",8,4.8,"Toyota",2494,102,NA,12.8,0,2
"Hyundai EON Era Plus","Kolkata",2012,60000,"Petrol",5,1.99,"Hyundai",814,55.2,NA,21.1,0,1
"Hyundai i10 Magna 1.2","Hyderabad",2010,70600,"Petrol",5,2.8,"Hyundai",1197,78.9,NA,20.36,0,1
"Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance","Bangalore",2011,25000,"Petrol",5,22,"Mercedes-Benz",1796,185,NA,12.3,1,2
